floor,total floor,years of house,Square footage,building present situation pattern - hall,Transfer building present situation pattern - compartmented,Transfer Management organization,School,0.257-11,Distance To Bay,parking space,logY
19,22,18,21.444225,2,1,1,0.546246659,2,0.978960677,0,3.711558014
3,5,38,29.5119,2,1,0,0.928673668,6,0.108835403,0,3.669234495
8,26,23,31.8956,2,1,1,0.546246659,2,0.978960677,0,3.519369667
7,13,22,18.54325,1,1,1,0.699231757,2,1.127421334,0,3.440407465
5,5,38,26.22675,2,1,0,0.480682671,4,1.964446907,0,3.419364108
8,22,22,25.19825,2,1,1,0.91597149,5,0.033539262,0,3.694092643
20,23,21,29.30015,2,1,1,0.928673668,6,0.108835403,0,3.514338246
10,12,33,29.992875,2,1,1,0.928673668,6,0.108835403,0,3.555578804
4,4,38,31.44185,2,1,0,0.845512686,4,1.499339189,0,3.528620736
10,14,12,31.354125,2,1,1,0.546246659,2,0.978960677,0,3.710326871
3,12,10,14.734775,1,1,1,0.676633362,7,1.252851982,0,3.787891801
9,11,18,23.8733,3,1,1,0.551919167,6,1.348752678,0,3.758587388
13,13,18,16.331975,2,1,1,0.551919167,6,1.348752678,0,3.874254221
11,22,18,119.27575,2,1,1,0.546246659,2,0.978960677,1,3.119300736
1,5,39,24.493425,1,1,0,0.546246659,2,0.978960677,0,4.033239263
3,5,37,39.7485,2,1,0,0.928673668,6,0.108835403,0,3.448125506
9,12,24,13.700225,1,1,1,0.546246659,2,0.978960677,0,3.538931411
6,12,10,14.8709,1,1,1,0.676633362,7,1.252851982,0,3.851489606
12,21,4,60.738975,2,1,1,0.546246659,2,0.978960677,1,3.602605638
12,12,18,42.631325,2,1,1,0.907026237,4,0.313001271,1,3.468977175
8,14,23,21.1508,2,1,1,0.676633362,7,1.252851982,0,3.583153769
11,13,1,25.01675,2,1,1,0.928673668,6,0.108835403,1,3.931168994
9,13,1,36.363525,2,1,1,0.928673668,6,0.108835403,1,3.931730591
9,12,10,15.563625,1,1,1,0.676633362,7,1.252851982,0,3.895675866
10,13,0,15.45775,1,1,0,0.676633362,7,1.252851982,0,4.102925486
7,13,0,15.0524,1,1,0,0.676633362,7,1.252851982,0,4.019543181
9,13,0,15.0524,1,1,0,0.676633362,7,1.252851982,0,4.045455871
4,21,20,11.153175,1,1,1,0.928673668,6,0.108835403,0,3.607241623
2,4,40,25.999875,2,1,1,0.692144467,7,1.337110885,0,2.886093636
9,16,20,22.363825,1,1,1,0.928673668,6,0.108835403,0,3.893221362
5,22,19,44.78815,2,1,1,0.546246659,2,0.978960677,1,3.402048175
3,5,31,25.39185,2,1,0,0.333279756,5,1.363088772,0,3.352283735
20,21,4,56.334575,2,1,1,0.546246659,2,0.978960677,1,3.593961954
13,21,4,60.738975,2,1,1,0.546246659,2,0.978960677,1,3.666478231
14,21,4,73.0961,2,1,1,0.546246659,2,0.978960677,1,3.602205969
2,14,10,17.554075,0,1,1,0.833684897,1,0.724957857,0,3.544155067
16,23,21,11.23485,1,1,1,0.546246659,2,0.978960677,0,3.511192995
11,13,1,33.949575,2,1,1,0.928673668,6,0.108835403,1,3.921679344
18,22,18,13.76375,1,1,1,0.546246659,2,0.978960677,0,3.712596956
9,15,8,43.7052,2,1,1,0.91597149,5,0.033539262,1,3.731158447
13,15,9,25.540075,2,1,1,0.546246659,2,0.978960677,1,3.325072625
6,15,8,26.683525,2,1,1,0.546246659,2,0.978960677,0,3.786408855
4,12,22,31.735275,1,1,1,0.546246659,2,0.978960677,0,3.357920841
2,5,47,12.1,1,1,0,0.67632531,1,1.112770892,0,3.642575865
10,15,4,46.8391,2,1,1,0.928673668,6,0.108835403,1,3.767514441
5,21,4,45.00595,2,1,1,0.546246659,2,0.978960677,0,3.669114637
20,21,4,56.655225,2,1,1,0.546246659,2,0.978960677,0,3.719491579
4,27,20,52.64105,2,1,1,0.546246659,2,0.978960677,0,3.44663369
27,41,20,26.126925,2,1,1,0.928673668,6,0.108835403,0,3.568044902
6,14,12,37.615875,2,1,1,0.426398957,7,1.213320507,1,3.710562194
13,13,1,36.363525,2,1,1,0.928673668,6,0.108835403,1,3.943524676
17,27,0,80.9369,2,1,1,0.699231757,2,1.127421334,1,4.004950808
4,27,0,66.37455,2,1,1,0.699231757,2,1.127421334,1,3.971576929
6,14,12,43.6689,2,1,1,0.546246659,2,0.978960677,1,3.576874158
15,15,10,22.8569,2,1,1,0.546246659,2,0.978960677,0,3.717538015
17,22,18,13.954325,1,1,1,0.546246659,2,0.978960677,0,3.644520806
9,12,25,18.20445,1,1,1,0.546246659,2,0.978960677,0,3.629509546
7,13,0,15.448675,1,1,0,0.676633362,7,1.252851982,0,4.002344224
8,13,0,15.0524,1,1,0,0.676633362,7,1.252851982,0,4.030225111
10,13,0,15.246,1,1,0,0.676633362,7,1.252851982,0,4.083889556
9,22,22,31.456975,1,1,1,0.91597149,5,0.033539262,0,3.564806285
16,19,19,34.657425,1,1,1,0.676633362,7,1.252851982,1,3.612735378
18,22,19,17.602475,1,1,1,0.546246659,2,0.978960677,0,3.635653382
14,23,21,17.7265,1,1,1,0.546246659,2,0.978960677,0,3.484039878
12,13,1,25.01675,1,1,1,0.928673668,6,0.108835403,1,3.931168994
10,13,1,25.01675,1,1,1,0.928673668,6,0.108835403,1,3.887074267
4,12,33,23.942875,1,1,1,0.928673668,6,0.108835403,0,3.597344228
20,21,4,65.088925,1,1,1,0.546246659,2,0.978960677,1,3.457174156
13,25,15,13.0922,2,1,1,0.928673668,6,0.108835403,0,4.052171031
4,13,0,15.448675,1,1,0,0.676633362,7,1.252851982,0,3.947649175
6,13,0,15.45775,1,1,0,0.676633362,7,1.252851982,0,4.015861411
7,13,19,30.640225,2,1,1,0.811346396,6,0.193535966,0,3.762042664
5,5,33,29.103525,2,1,0,0.668314006,5,1.500629846,0,3.463360869
30,41,20,59.6167,2,1,1,0.928673668,6,0.108835403,0,3.690952519
25,27,20,1.1132,2,1,1,0.546246659,2,0.978960677,1,3.223246425
29,29,17,74.744725,2,1,1,0.928673668,6,0.108835403,1,3.700503337
7,14,10,21.99175,1,1,1,0.546246659,2,0.978960677,0,3.809047408
4,5,32,27.076775,2,1,0,0.699231757,2,1.127421334,0,3.419221177
6,12,28,47.350325,2,1,1,0.676633362,7,1.252851982,0,3.499568098
25,26,23,31.874425,2,1,1,0.546246659,2,0.978960677,0,3.604555854
5,14,13,29.762975,2,1,1,0.426398957,7,1.213320507,0,3.591231657
5,22,18,12.6566,1,1,1,0.546246659,2,0.978960677,0,3.206926645
9,14,19,44.84865,2,1,1,0.907026237,4,0.313001271,1,3.608171346
2,14,13,44.40095,2,1,1,0.426398957,7,1.213320507,1,3.577851598
7,25,15,12.689875,2,1,1,0.928673668,6,0.108835403,0,4.076183855
6,11,7,46.86935,2,1,1,0.546246659,2,0.978960677,1,3.578511896
8,22,18,22.6754,2,1,1,0.546246659,2,0.978960677,0,3.725317491
12,12,10,14.734775,0,0,1,0.676633362,7,1.252851982,0,3.824109341
21,22,21,10.203325,1,1,1,0.928673668,6,0.108835403,0,3.718025054
18,25,15,49.7068,2,1,0,0.928673668,6,0.108835403,1,3.439679286
6,17,21,9.4138,1,1,1,0.928673668,6,0.108835403,0,3.919903239
8,16,20,22.869,2,1,1,0.928673668,6,0.108835403,0,3.78083789
2,5,23,40.072175,2,1,1,0.858939499,4,0.320999739,1,3.422518678
22,22,18,12.574925,0,1,1,0.546246659,2,0.978960677,0,3.707742144
1,5,31,31.862325,2,1,0,0.368727379,5,1.298050039,0,3.654858111
4,5,34,25.945425,0,1,0,0.676633362,7,1.252851982,0,3.345160672
9,12,6,70.69425,2,1,1,0.546246659,2,0.978960677,1,3.573925399
3,5,38,30.07455,2,1,0,0.928673668,6,0.108835403,0,3.042158847
25,41,20,10.530025,1,1,1,0.928673668,6,0.108835403,0,3.851397247
3,4,41,32.186,2,1,1,0.676633362,7,1.252851982,0,3.488992609
9,12,25,22.89925,1,1,1,0.546246659,2,0.978960677,0,3.649839102
6,26,23,33.09955,2,1,1,0.546246659,2,0.978960677,0,3.486214217
4,15,1,67.690425,2,1,1,0.928673668,6,0.108835403,1,3.66951521
2,5,37,18.78525,2,1,0,0.928673668,6,0.108835403,0,3.616271483
13,19,10,64.8439,2,1,1,0.508133014,6,1.39540754,1,3.575114691
5,13,1,25.01675,1,1,1,0.928673668,6,0.108835403,1,3.862177061
3,27,0,70.4583,2,1,1,0.699231757,2,1.127421334,1,4.096933828
19,27,0,70.297975,2,1,1,0.699231757,2,1.127421334,1,4.056268649
16,41,20,44.549175,2,1,1,0.928673668,6,0.108835403,0,3.667657814
2,12,25,27.225,1,1,1,0.928673668,6,0.108835403,1,3.351594215
2,5,21,21.165925,2,1,1,0.439919644,2,1.659348436,0,3.555831943
7,12,25,9.628575,1,1,1,0.928673668,6,0.108835403,0,3.798185817
5,27,0,60.258,2,1,1,0.699231757,2,1.127421334,0,4.008559882
20,22,22,27.107025,2,1,1,0.91597149,5,0.033539262,1,3.329711705
13,13,22,11.776325,1,1,1,0.676633362,7,1.252851982,0,3.613330062
10,11,14,18.086475,0,1,1,0.928673668,6,0.108835403,0,3.75522649
7,19,10,64.8439,2,1,1,0.508133014,6,1.39540754,1,3.582860517
12,21,0,32.449175,2,1,0,0.301837992,1,1.999899957,0,3.892096736
1,14,27,53.309575,2,1,1,0.42426828,4,1.308868128,0,3.59087266
4,15,0,29.006725,2,1,1,0.928673668,6,0.108835403,0,3.883112585
9,21,20,19.54755,2,1,1,0.928673668,6,0.108835403,0,3.659872968
2,19,10,28.208125,1,1,1,0.508133014,6,1.39540754,0,3.679872738
7,11,13,14.2417,1,1,1,0.928673668,6,0.108835403,0,3.821169859
10,11,7,46.86935,2,1,1,0.546246659,2,0.978960677,1,3.528436392
3,4,39,28.94925,1,1,0,0.928673668,6,0.108835403,0,3.446744965
9,21,19,50.39045,2,1,1,0.546246659,2,0.978960677,1,3.506979783
2,5,35,25.388825,0,1,0,0.18979162,4,1.61500919,0,3.419055497
12,14,10,27.724125,1,1,1,0.833684897,1,0.724957857,1,3.361963852
6,22,18,23.40745,0,0,1,0.546246659,2,0.978960677,0,3.510598583
3,15,10,31.965175,2,1,0,0.546246659,2,0.978960677,0,3.651718848
8,12,18,33.913275,2,1,1,0.907026237,4,0.313001271,0,3.68694787
2,5,33,33.7469,2,1,0,0.434459386,3,1.985811351,0,3.514394706
15,19,19,21.341375,2,1,1,0.676633362,7,1.252851982,0,3.961633227
8,14,12,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.744644116
21,25,16,72.17045,2,1,1,0.546246659,2,0.978960677,1,3.592726987
8,14,10,17.18805,1,1,1,0.833684897,1,0.724957857,0,3.580959384
2,27,0,94.2227,2,1,1,0.699231757,2,1.127421334,1,4.008099779
10,27,0,70.297975,2,1,1,0.699231757,2,1.127421334,1,4.010924234
38,41,20,26.629075,1,1,1,0.928673668,6,0.108835403,0,3.699586548
6,41,20,17.191075,1,1,1,0.928673668,6,0.108835403,0,3.954878501
33,41,20,10.620775,1,1,1,0.928673668,6,0.108835403,0,3.832859488
12,15,1,67.690425,2,1,1,0.928673668,6,0.108835403,1,3.734037482
40,41,20,13.2132,1,1,1,0.928673668,6,0.108835403,0,3.795873137
4,4,39,45.202575,2,1,0,0.928673668,6,0.108835403,0,3.351400466
5,5,36,28.1325,2,1,0,0.749898236,5,0.090174917,0,3.506965705
4,5,31,32.316075,2,1,0,0.378726348,6,1.314962988,0,3.218150474
1,4,40,5.925975,1,1,0,0.692144467,7,1.337110885,0,3.39071808
9,25,16,40.011675,2,1,1,0.546246659,2,0.978960677,0,3.795203916
17,26,23,13.24345,1,1,1,0.546246659,2,0.978960677,0,3.617499775
17,21,0,56.41625,2,1,0,0.301837992,1,1.999899957,1,3.657261829
20,21,0,56.41625,2,1,0,0.301837992,1,1.999899957,1,3.694079942
19,21,0,56.41625,2,1,0,0.301837992,1,1.999899957,1,3.694079942
6,14,10,32.479425,2,1,1,0.546246659,2,0.978960677,1,3.584561897
15,22,19,17.548025,1,1,1,0.546246659,2,0.978960677,0,3.623576395
2,12,6,58.560975,2,1,1,0.546246659,2,0.978960677,1,3.647087351
14,23,21,37.271025,2,1,1,0.928673668,6,0.108835403,1,3.565101255
11,14,15,46.575925,2,1,1,0.546246659,2,0.978960677,0,3.509159991
14,14,10,18.304275,1,1,1,0.833684897,1,0.724957857,0,3.574908346
13,14,12,35.4772,2,1,1,0.546246659,2,0.978960677,1,3.691967653
7,12,26,48.687375,2,1,1,0.928673668,6,0.108835403,0,3.312529968
2,5,38,25.37975,1,1,0,0.798779127,6,0.199090718,0,3.529216816
8,21,17,22.684475,2,1,1,0.546246659,2,0.978960677,0,3.846872739
13,15,1,67.690425,2,1,1,0.928673668,6,0.108835403,1,3.753267564
12,12,17,33.538175,2,1,1,0.546246659,2,0.978960677,0,3.53790483
12,12,10,22.52415,2,1,1,0.676633362,7,1.252851982,0,3.908747067
12,27,0,74.4392,2,1,1,0.699231757,2,1.127421334,1,3.999556176
7,22,18,26.35985,2,1,1,0.546246659,2,0.978960677,0,3.611989198
11,11,14,16.023425,1,1,1,0.928673668,6,0.108835403,0,3.813530566
2,5,36,30.894325,2,1,0,0.240749696,2,1.610776374,0,3.466014965
3,4,41,7.7924,1,1,0,0.438822366,3,1.894810683,0,3.375285788
4,5,34,16.70405,2,1,0,0.349216934,7,1.295292605,0,3.450987611
13,21,4,24.541825,1,1,1,0.546246659,2,0.978960677,1,3.779270836
18,27,0,80.55575,2,1,1,0.699231757,2,1.127421334,1,4.029208857
11,14,23,10.082325,1,1,1,0.676633362,7,1.252851982,0,3.705574041
17,21,4,73.0235,2,1,1,0.546246659,2,0.978960677,1,3.585106777
15,21,5,74.38475,2,1,1,0.546246659,2,0.978960677,1,3.615322428
17,21,4,68.083675,2,1,1,0.546246659,2,0.978960677,1,3.618427153
15,41,20,12.1847,1,1,1,0.928673668,6,0.108835403,0,3.718786914
1,4,42,6.0379,1,1,0,0.721597352,6,1.735844238,0,3.252042657
1,4,42,6.0379,1,1,0,0.721597352,6,1.735844238,0,3.925652681
1,4,42,6.0379,1,1,0,0.721597352,6,1.735844238,0,3.273821495
3,5,39,25.8335,2,1,0,0.798779127,6,0.199090718,0,3.557183415
2,5,34,26.616975,1,1,0,0.676633362,7,1.252851982,0,3.549991122
4,5,37,36.421,2,1,0,0.816797153,4,0.210994011,0,3.395498555
12,27,0,66.37455,2,1,1,0.699231757,2,1.127421334,1,4.010280216
6,19,10,73.456075,2,1,1,0.508133014,6,1.39540754,1,3.516684064
7,13,17,51.89085,2,1,1,0.928673668,6,0.108835403,1,3.410892063
13,21,0,56.41625,2,1,0,0.301837992,1,1.999899957,1,3.719327035
18,21,0,56.41625,2,1,0,0.301837992,1,1.999899957,1,3.666367634
20,23,21,17.7265,1,1,1,0.546246659,2,0.978960677,0,3.559046723
5,15,4,13.4189,1,1,1,0.928673668,6,0.108835403,0,3.846542821
4,4,38,22.53625,1,1,0,0.406829708,2,1.867637177,0,3.488190116
5,5,38,26.1723,2,1,0,0.480682671,4,1.964446907,0,3.427595892
11,13,18,20.63655,2,1,1,0.551919167,6,1.348752678,1,3.695128559
9,21,17,35.843225,2,1,1,0.546246659,2,0.978960677,0,3.789716981
22,22,18,21.444225,2,1,1,0.546246659,2,0.978960677,0,3.713834767
14,22,19,44.88495,2,1,1,0.546246659,2,0.978960677,1,3.518992225
7,14,17,43.23935,2,1,1,0.928673668,6,0.108835403,1,3.568387038
3,27,0,70.909025,2,1,1,0.699231757,2,1.127421334,1,3.981334687
2,27,0,94.2227,2,1,1,0.699231757,2,1.127421334,1,3.99763299
1,5,39,25.152875,1,1,0,0.771527543,8,0.053558575,0,3.213024016
2,5,39,25.152875,1,1,0,0.771527543,8,0.053558575,0,3.490596468
4,5,39,25.152875,1,1,0,0.771527543,8,0.053558575,0,3.490596468
1,14,27,59.286975,3,1,1,0.42426828,4,1.308868128,0,3.571715607
3,21,17,39.485325,2,1,1,0.546246659,2,0.978960677,0,3.786564579
4,5,36,26.381025,2,1,0,0.546246659,2,0.978960677,0,3.503155955
15,15,24,12.804825,1,1,1,0.676633362,7,1.252851982,0,3.739531347
9,25,15,21.686225,2,1,1,0.928673668,6,0.108835403,1,3.812594464
19,26,23,12.6445,1,1,1,0.546246659,2,0.978960677,0,3.64205802
16,16,20,14.039025,1,1,1,0.937716511,6,0.20537172,0,3.745104064
6,13,0,15.448675,1,1,0,0.676633362,7,1.252851982,0,3.996412647
11,13,0,12.447875,1,1,0,0.676633362,7,1.252851982,0,4.104436265
4,4,39,21.78,2,1,0,0.928673668,6,0.108835403,0,3.318899813
5,5,36,28.196025,2,1,0,0.892314005,6,0.056862101,0,3.461207325
12,21,5,21.637825,2,1,1,0.546246659,2,0.978960677,0,3.881757514
4,4,41,18.516025,1,1,0,0.18979162,4,1.61500919,0,3.630321547
2,22,18,53.878275,2,1,1,0.546246659,2,0.978960677,1,3.424150943
22,29,18,36.1427,1,1,1,0.928673668,6,0.108835403,1,3.355785163
14,15,1,67.454475,2,1,1,0.928673668,6,0.108835403,1,3.767013834
4,5,39,25.37975,2,1,0,0.804865571,7,0.240377915,0,3.481891971
5,5,40,24.77475,2,1,0,0.928673668,6,0.108835403,0,3.815513083
8,21,0,46.678775,2,1,0,0.301837992,1,1.999899957,1,3.574097891
1,23,21,84.346075,0,1,1,0.928673668,6,0.108835403,1,3.023457444
17,26,23,11.286275,1,1,1,0.546246659,2,0.978960677,0,3.617348701
3,5,39,25.37975,2,1,0,0.804865571,7,0.240377915,0,3.54070618
8,13,2,41.9265,2,1,1,0.928673668,6,0.108835403,1,3.819948566
3,7,23,16.01435,1,1,1,0.699231757,2,1.127421334,0,3.47264938
13,15,8,26.683525,2,1,1,0.546246659,2,0.978960677,0,3.849794983
18,22,18,46.315775,2,1,1,0.546246659,2,0.978960677,0,3.618262191
18,26,23,12.6445,1,1,1,0.546246659,2,0.978960677,0,3.566777053
4,21,20,12.375275,1,1,1,0.928673668,6,0.108835403,0,3.530193666
4,5,36,27.56985,1,1,0,0.18979162,4,1.61500919,0,3.092744364
4,5,39,25.1559,1,1,0,0.937716511,6,0.20537172,0,3.368165612
6,13,18,50.1303,2,1,1,0.928673668,6,0.108835403,1,3.042043915
1,5,39,25.37975,2,1,0,0.804865571,7,0.240377915,0,3.877054463
24,41,20,13.403775,0,1,1,0.928673668,6,0.108835403,0,3.738460172
15,27,0,74.4392,2,1,1,0.699231757,2,1.127421334,1,4.02243134
15,27,0,70.297975,2,1,1,0.699231757,2,1.127421334,1,4.021435001
1,5,32,29.442325,2,1,0,0.830127474,1,1.266470642,0,3.554339238
4,4,41,22.69355,2,1,0,0.4083944,3,1.92052156,0,3.527801784
12,14,12,22.037125,2,1,1,0.546246659,2,0.978960677,0,3.7658755
6,14,15,21.904025,2,1,1,0.928673668,6,0.108835403,0,3.750559422
12,15,10,33.13585,2,1,1,0.546246659,2,0.978960677,1,3.52326414
31,41,20,19.6867,2,1,1,0.928673668,6,0.108835403,0,3.753085565
15,27,0,74.817325,2,1,1,0.699231757,2,1.127421334,1,4.022494742
15,27,0,66.37455,2,1,1,0.699231757,2,1.127421334,1,4.020334991
13,13,1,25.01675,1,1,1,0.928673668,6,0.108835403,1,3.938981432
17,21,5,74.635825,2,1,1,0.546246659,2,0.978960677,1,3.555111437
13,19,10,34.9932,2,1,1,0.508133014,6,1.39540754,0,3.172269824
17,21,0,43.9956,2,1,1,0.301837992,1,1.999899957,1,3.586767769
20,22,21,12.756425,1,1,1,0.928673668,6,0.108835403,0,3.74693388
9,13,1,33.949575,2,1,1,0.928673668,6,0.108835403,1,3.906985726
20,23,21,37.271025,2,1,1,0.928673668,6,0.108835403,1,3.580170053
24,41,20,27.784625,2,1,1,0.928673668,6,0.108835403,0,3.772060262
20,23,21,13.15875,1,1,1,0.546246659,2,0.978960677,0,3.633831865
4,5,29,29.393925,1,1,1,0.858939499,4,0.320999739,0,3.398444928
7,21,19,29.908175,1,1,1,0.546246659,2,0.978960677,1,3.641448015
9,29,18,36.08825,3,1,1,0.928673668,6,0.108835403,0,3.717935284
15,21,5,74.720525,2,1,1,0.546246659,2,0.978960677,1,3.533898541
15,21,5,66.1023,2,1,1,0.546246659,2,0.978960677,1,3.632483324
3,5,36,28.50155,2,1,0,0.172617705,3,1.652428665,0,3.4282592
4,26,23,12.6445,1,1,1,0.546246659,2,0.978960677,0,3.599736603
23,41,20,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.70231626
4,13,0,16.797825,1,1,0,0.676633362,7,1.252851982,0,3.966367611
10,13,0,16.32895,1,1,0,0.676633362,7,1.252851982,0,4.095968118
10,12,10,14.601675,1,1,1,0.676633362,7,1.252851982,0,3.731669504
5,5,39,25.152875,1,1,0,0.771527543,8,0.053558575,0,3.490596468
3,5,39,25.152875,1,1,0,0.771527543,8,0.053558575,0,3.490596468
4,4,41,15.049375,1,1,0,0.928673668,6,0.108835403,0,3.340868877
3,14,11,27.288525,2,1,1,0.928673668,6,0.108835403,0,3.716658921
6,27,1,66.37455,2,1,1,0.699231757,2,1.127421334,1,3.983991127
3,27,0,75.531225,2,1,1,0.699231757,2,1.127421334,1,3.983783848
12,26,23,24.41175,2,1,1,0.546246659,2,0.978960677,0,3.666030608
14,15,1,67.690425,2,1,1,0.928673668,6,0.108835403,1,3.763602895
3,5,32,30.7461,1,1,0,0.546246659,2,0.978960677,0,3.294150679
11,14,12,25.35555,1,1,1,0.546246659,2,0.978960677,0,3.799940384
13,25,7,44.3344,2,1,1,0.928673668,6,0.108835403,1,3.67236743
7,14,13,32.945275,2,1,1,0.426398957,7,1.213320507,0,3.622313267
13,15,9,28.794975,2,1,1,0.91597149,5,0.033539262,0,3.718810762
7,12,25,11.988075,1,1,1,0.928673668,6,0.108835403,0,3.694006967
11,19,19,21.33835,1,1,1,0.676633362,7,1.252851982,0,3.918954339
1,4,41,20.691,1,1,0,0.456530089,3,1.8720173,0,3.550511651
2,5,33,30.198575,2,1,0,0.947580304,5,0.061893116,0,3.469706029
1,4,39,11.858,1,1,0,0.21840916,6,1.444227878,0,3.378791605
11,13,23,10.99285,0,1,1,0.699231757,2,1.127421334,0,3.80931645
13,17,21,9.35935,1,1,1,0.928673668,6,0.108835403,0,3.946451246
6,14,12,27.597075,2,1,1,0.426398957,7,1.213320507,0,3.815264546
2,5,33,27.7695,1,1,0,0.648766407,7,0.053924403,0,3.704058771
10,12,24,9.640675,1,1,1,0.928673668,6,0.108835403,0,3.293307529
5,5,39,25.999875,2,1,0,0.676633362,7,1.252851982,0,3.458502892
3,4,39,28.94925,2,1,0,0.928673668,6,0.108835403,0,3.608887139
2,25,7,65.560825,2,1,1,0.928673668,6,0.108835403,1,3.68625548
15,19,10,64.8439,2,1,1,0.508133014,6,1.39540754,1,3.553278274
4,15,1,19.719975,1,1,1,0.928673668,6,0.108835403,0,3.863949851
7,14,11,17.78095,0,0,1,0.833684897,1,0.724957857,0,3.587676338
7,19,10,19.65645,1,1,1,0.928673668,6,0.108835403,0,3.898536305
5,13,0,29.762975,1,1,1,0.546246659,2,0.978960677,1,3.77049804
6,13,0,34.32165,1,1,1,0.546246659,2,0.978960677,0,3.847791683
6,13,0,25.715525,1,1,1,0.546246659,2,0.978960677,0,3.798433851
4,13,0,34.32165,1,1,1,0.546246659,2,0.978960677,0,3.725674594
4,13,0,25.715525,1,1,1,0.546246659,2,0.978960677,0,3.727117867
3,13,0,25.715525,1,1,1,0.546246659,2,0.978960677,0,3.812278309
17,41,20,26.126925,2,1,1,0.928673668,6,0.108835403,0,3.745653544
2,12,27,48.40605,2,1,0,0.928673668,6,0.108835403,0,3.203264637
19,19,10,24.269575,2,1,1,0.508133014,6,1.39540754,0,3.76184944
16,22,19,59.169,2,1,1,0.546246659,2,0.978960677,1,3.366869141
18,41,20,10.530025,1,1,1,0.928673668,6,0.108835403,0,3.831010429
4,14,13,36.345375,2,1,1,0.546246659,2,0.978960677,1,3.604626874
12,14,17,35.135375,2,1,1,0.928673668,6,0.108835403,1,3.614853592
11,13,1,36.363525,2,1,1,0.928673668,6,0.108835403,1,3.97500081
12,27,1,68.319625,2,1,1,0.699231757,2,1.127421334,0,4.042820386
21,27,1,80.55575,2,1,1,0.699231757,2,1.127421334,1,4.05965555
6,13,0,16.09905,1,1,1,0.676633362,7,1.252851982,0,3.928223153
9,17,21,11.18645,0,1,1,0.928673668,6,0.108835403,0,3.708198383
6,15,9,10.802275,0,0,1,0.546246659,2,0.978960677,0,3.731272069
5,13,0,15.246,1,1,0,0.676633362,7,1.252851982,0,3.985287122
9,13,0,16.797825,1,1,0,0.676633362,7,1.252851982,0,4.042342696
14,14,13,38.825875,2,1,1,0.426398957,7,1.213320507,1,3.502400003
12,16,21,3.50295,1,1,1,0.928673668,6,0.108835403,0,3.890994997
14,34,18,17.493575,1,1,1,0.928673668,6,0.108835403,0,3.737347577
8,11,7,46.86935,2,1,1,0.546246659,2,0.978960677,1,3.559267457
9,13,20,53.273275,2,1,1,0.928673668,6,0.108835403,1,3.829743644
13,13,1,33.949575,2,1,1,0.928673668,6,0.108835403,1,3.968412837
18,21,1,57.344925,2,1,0,0.301837992,1,1.999899957,1,3.654079045
4,5,39,25.37975,1,1,0,0.804865571,7,0.240377915,0,3.54070618
5,21,21,44.912175,2,1,1,0.546246659,2,0.978960677,1,3.352178993
8,12,10,11.25905,1,1,1,0.676633362,7,1.252851982,0,3.835074885
9,22,19,17.541975,1,1,1,0.546246659,2,0.978960677,0,3.725075115
4,4,42,25.70645,1,1,0,0.928673668,6,0.108835403,0,3.380911074
10,14,18,36.182025,2,1,1,0.546246659,2,0.978960677,0,3.555198923
13,13,12,21.674125,2,1,1,0.928673668,6,0.108835403,0,3.91751481
9,21,1,56.41625,2,1,0,0.301837992,1,1.999899957,1,3.614272916
1,12,27,37.9819,0,0,1,0.928673668,6,0.108835403,0,3.800085977
21,22,18,33.017875,2,1,1,0.546246659,2,0.978960677,0,3.636261139
3,5,37,36.9655,2,1,0,0.459067483,3,1.956830377,0,3.334068893
3,12,20,37.2438,2,1,1,0.676633362,7,1.252851982,0,3.789373258
8,12,10,14.771075,1,1,0,0.676633362,7,1.252851982,0,3.959896722
5,5,30,35.607275,2,1,0,0.928673668,6,0.108835403,0,3.50546042
8,13,18,10.1882,1,1,1,0.676633362,7,1.252851982,0,3.742992599
16,22,19,36.71745,2,1,1,0.546246659,2,0.978960677,0,3.594720105
14,19,8,74.08225,2,1,1,0.676633362,7,1.252851982,1,3.838074698
10,22,19,11.945725,1,1,1,0.546246659,2,0.978960677,0,3.633188621
15,34,18,19.7109,0,0,1,0.928673668,6,0.108835403,0,3.690495147
2,4,43,21.59245,2,1,0,0.928673668,6,0.108835403,0,3.437307967
3,23,5,68.240975,2,1,1,0.922336092,4,1.446636591,1,3.69567115
1,5,37,23.640375,2,1,0,0.892314005,6,0.056862101,0,3.777886139
18,41,20,13.403775,1,1,1,0.928673668,6,0.108835403,0,3.664816819
9,12,33,18.721725,2,1,1,0.928673668,6,0.108835403,0,3.46511231
5,7,24,27.191725,2,1,0,0.928673668,6,0.108835403,0,3.767974288
16,21,1,35.788775,1,1,1,0.301837992,1,1.999899957,1,3.604557297
18,21,1,36.8082,1,1,1,0.301837992,1,1.999899957,1,3.723903264
4,22,19,32.757725,2,1,1,0.546246659,2,0.978960677,0,3.651914467
9,15,20,43.212125,2,1,1,0.937716511,6,0.20537172,1,3.630957525
4,22,19,14.202375,1,1,1,0.546246659,2,0.978960677,0,3.539367055
3,13,0,16.797825,1,1,0,0.676633362,7,1.252851982,0,3.941246338
4,13,0,16.32895,1,1,0,0.676633362,7,1.252851982,0,3.988491333
7,13,0,15.246,1,1,0,0.676633362,7,1.252851982,0,4.015310536
